filename,relative_path,original_label,reviewed_label,alternate_label,decision_type,manual_visual_review,confidence,review_status,review_notes,evidence_scale,evidence_location
02131.jpg,训练集/02131.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02132.jpg,训练集/02132.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02133.jpg,训练集/02133.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02134.jpg,训练集/02134.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02135.jpg,训练集/02135.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02136.jpg,训练集/02136.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02137.jpg,训练集/02137.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02143.jpg,训练集/02143.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02144.jpg,训练集/02144.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02145.jpg,训练集/02145.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02146.jpg,训练集/02146.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02147.jpg,训练集/02147.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02148.jpg,训练集/02148.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02149.jpg,训练集/02149.jpg,乱占,乱占,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02060.jpg,训练集/02060.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02061.jpg,训练集/02061.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02097.jpg,训练集/02097.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02098.jpg,训练集/02098.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02099.jpg,训练集/02099.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02100.jpg,训练集/02100.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02101.jpg,训练集/02101.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02102.jpg,训练集/02102.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02103.jpg,训练集/02103.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02104.jpg,训练集/02104.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02105.jpg,训练集/02105.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02106.jpg,训练集/02106.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02107.jpg,训练集/02107.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02108.jpg,训练集/02108.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02109.jpg,训练集/02109.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02110.jpg,训练集/02110.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02122.jpg,训练集/02122.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02138.jpg,训练集/02138.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02139.jpg,训练集/02139.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02140.jpg,训练集/02140.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02141.jpg,训练集/02141.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02142.jpg,训练集/02142.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02150.jpg,训练集/02150.jpg,乱堆,乱堆,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02486.jpg,训练集/02486.jpg,乱建,乱建,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02487.jpg,训练集/02487.jpg,乱建,乱建,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02488.jpg,训练集/02488.jpg,乱建,乱建,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02489.jpg,训练集/02489.jpg,乱建,乱建,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02052.jpg,训练集/02052.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02053.jpg,训练集/02053.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02054.jpg,训练集/02054.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02055.jpg,训练集/02055.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02056.jpg,训练集/02056.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02057.jpg,训练集/02057.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02063.jpg,训练集/02063.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02064.jpg,训练集/02064.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02065.jpg,训练集/02065.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02066.jpg,训练集/02066.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02067.jpg,训练集/02067.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02068.jpg,训练集/02068.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02069.jpg,训练集/02069.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02070.jpg,训练集/02070.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02071.jpg,训练集/02071.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02092.jpg,训练集/02092.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02093.jpg,训练集/02093.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02094.jpg,训练集/02094.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02095.jpg,训练集/02095.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02096.jpg,训练集/02096.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02123.jpg,训练集/02123.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02124.jpg,训练集/02124.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02125.jpg,训练集/02125.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02126.jpg,训练集/02126.jpg,乱采,乱采,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00033.jpg,训练集/00033.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00064.jpg,训练集/00064.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00096.jpg,训练集/00096.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00100.jpg,训练集/00100.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00114.jpg,训练集/00114.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
01086.jpg,训练集/01086.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
02111.jpg,训练集/02111.jpg,正常,正常,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00127.jpg,训练集/00127.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00128.jpg,训练集/00128.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00154.jpg,训练集/00154.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00155.jpg,训练集/00155.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00161.jpg,训练集/00161.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00162.jpg,训练集/00162.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00176.jpg,训练集/00176.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00177.jpg,训练集/00177.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00215.jpg,训练集/00215.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00216.jpg,训练集/00216.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00446.jpg,训练集/00446.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00447.jpg,训练集/00447.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00448.jpg,训练集/00448.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00449.jpg,训练集/00449.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00450.jpg,训练集/00450.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00451.jpg,训练集/00451.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00452.jpg,训练集/00452.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00453.jpg,训练集/00453.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00454.jpg,训练集/00454.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00457.jpg,训练集/00457.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00458.jpg,训练集/00458.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00459.jpg,训练集/00459.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00460.jpg,训练集/00460.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00461.jpg,训练集/00461.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00462.jpg,训练集/00462.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00463.jpg,训练集/00463.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00464.jpg,训练集/00464.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00465.jpg,训练集/00465.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00466.jpg,训练集/00466.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00467.jpg,训练集/00467.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
00468.jpg,训练集/00468.jpg,有漂浮物,有漂浮物,,official_label_passthrough,false,official_label_in_train_json,official_label_retained_pending_visual_review,P0不擅自改写官方train.json标签；视觉复核未完成。,,
